fighter_id,name,nickname,height,reach,weight,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,fighter_link
1106,Achilles Estremadura,,70.0,68.0,155.0,Orthodox,1992-03-11,3.2,0.43,3.27,0.7000000000000001,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/41f3cfdab0b22236
1107,Shaun Etchell,The Buzzsaw,67.0,68.0,125.0,Switch,1993-08-05,0.0,0.0,0.0,0.0,4.37,1.0,1.0,0.0,http://ufcstats.com/fighter-details/ea9bfe9c25037bba
1108,Terry Etim,,73.0,73.0,155.0,Orthodox,1986-01-11,2.16,0.35,2.53,0.67,0.43,0.3,0.39,1.4,http://ufcstats.com/fighter-details/33011768c3c4dc9a
1109,Fred Ettish,,72.0,,180.0,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8d5daf67983b65ba
1110,Scott Ettling,,,,135.0,,,0.0,0.0,0.54,0.8300000000000001,8.04,1.0,0.0,0.0,http://ufcstats.com/fighter-details/74b5736f1df40be3
1111,Sijara Eubanks,SarJ,64.0,67.0,125.0,Orthodox,1985-04-27,4.3,0.43,3.43,0.5700000000000001,1.9,0.44,0.66,0.3,http://ufcstats.com/fighter-details/4234f0097c83fa62
1112,Billy Evangelista,,68.0,68.0,155.0,Orthodox,1980-10-07,4.51,0.4,3.96,0.61,1.6,0.19,0.61,0.2,http://ufcstats.com/fighter-details/9766ed20b68c7c33
1113,Rashad Evans,Suga,72.0,75.0,205.0,Orthodox,1979-09-25,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0.0,http://ufcstats.com/fighter-details/ee779c43a8926d52
1114,Doug Evans,,69.0,,155.0,Orthodox,1980-10-10,1.79,0.35,2.55,0.55,3.19,0.8300000000000001,0.6900000000000001,0.6,http://ufcstats.com/fighter-details/d3de4a24f7eefac8
1115,Ashlee Evans-Smith,Rebel Girl,68.0,67.0,135.0,Orthodox,1987-07-09,4.03,0.34,4.59,0.53,0.95,0.22,0.5,0.0,http://ufcstats.com/fighter-details/fc6e681bf6658faf
1116,Dan Evensen,The Viking,75.0,,250.0,Orthodox,1974-06-01,0.27,0.1,3.86,0.38,0.0,0.0,0.0,4.0,http://ufcstats.com/fighter-details/dd8aec6de7035943
1117,Tonya Evinger,Triple Threat,67.0,70.0,135.0,Orthodox,1981-06-04,1.16,0.42,4.02,0.38,0.93,0.3,0.33,0.9,http://ufcstats.com/fighter-details/b12a1d19ee383b7c
1118,Movsar Evloev,,67.0,72.0,145.0,Orthodox,1994-02-11,3.99,0.48,2.66,0.6,4.67,0.48,0.61,0.2,http://ufcstats.com/fighter-details/76e2870ffafbe38f
1119,Andre Ewell,Mr. Highlight,68.0,75.0,145.0,Southpaw,1988-01-21,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1,http://ufcstats.com/fighter-details/5f6f049d54728e88
1120,Neal Ewing,,,,185.0,,1985-09-30,2.27,0.6,1.93,0.48,5.0,0.62,0.0,0.0,http://ufcstats.com/fighter-details/0798f558681d0eb5
1121,Manuel Exposito,,,,145.0,,2000-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a1cb266d7f44f35f
1122,Jessica Eye,Evil,66.0,66.0,125.0,Orthodox,1986-07-27,3.86,0.37,4.19,0.55,0.58,0.4,0.5700000000000001,0.5,http://ufcstats.com/fighter-details/f72465a784c1b084
1123,Edward Faaloloto,,,70.0,155.0,Orthodox,1984-07-15,2.28,0.32,6.25,0.44,1.01,0.25,0.33,0.0,http://ufcstats.com/fighter-details/6224e8d0a34264eb
1124,Urijah Faber,The California Kid,66.0,67.0,135.0,Orthodox,1979-05-14,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,http://ufcstats.com/fighter-details/78114b7199cef90c
1125,Melinda Fabian,,66.0,66.0,125.0,Orthodox,1987-06-25,4.03,0.41,4.0,0.62,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/8c020156779f7888
1126,Wagnney Fabiano,The Silencer,66.0,69.0,145.0,Southpaw,1975-07-14,1.19,0.38,0.66,0.7000000000000001,3.44,0.64,1.0,0.4,http://ufcstats.com/fighter-details/40389d39a92f5bfa
1127,Bartosz Fabinski,The Butcher,72.0,75.0,170.0,Orthodox,1986-04-26,2.23,0.68,1.46,0.51,7.1,0.7000000000000001,0.8,0.0,http://ufcstats.com/fighter-details/e17ac6410c8377f4
1128,Ron Faircloth,,69.0,,205.0,Orthodox,1979-08-16,0.39,0.4,8.9,0.42,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd
1129,Jason Fairn,,73.0,,230.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/adea9f0090aa8e14
1130,Zarah Fairn,Infinite,68.0,72.0,135.0,Orthodox,1983-12-10,4.55,0.31,7.4,0.45,0.0,0.0,0.6,0.0,http://ufcstats.com/fighter-details/862b0b3375aa4b6e
1131,Rinat Fakhretdinov,Gladiator,72.0,74.0,170.0,Orthodox,1991-09-28,4.78,0.52,3.58,0.53,3.95,0.34,0.91,0.2,http://ufcstats.com/fighter-details/8f765fd5775a8873
1132,Maiquel Falcao,Big Rig,71.0,,185.0,Orthodox,1981-03-08,1.67,0.55,0.53,0.86,1.0,1.0,0.71,3.0,http://ufcstats.com/fighter-details/d58478ded5534695
1133,Pedro Falcao,Pedrinho,66.0,66.0,135.0,Orthodox,1992-07-30,3.21,0.48,3.39,0.5,2.73,0.25,0.66,0.0,http://ufcstats.com/fighter-details/f7be1db194e03d7e
1134,Brodie Farber,,73.0,,170.0,Orthodox,1980-07-05,1.69,0.45,2.17,0.53,0.9,0.5,0.2,0.9,http://ufcstats.com/fighter-details/91d73ee59347ac16
1135,Joao Paulo Faria,,69.0,,155.0,,,6.69,0.64,2.09,0.85,1.25,0.5,0.0,1.2,http://ufcstats.com/fighter-details/04e9955f33e0c267
1136,Kalindra Faria,,67.0,,125.0,Switch,1986-07-23,2.23,0.56,1.44,0.45,1.31,0.66,0.2,0.7,http://ufcstats.com/fighter-details/27b164b0d1833df0
1137,Jair Farias,Chosen,73.0,76.0,145.0,Orthodox,1993-03-16,3.8,0.39,5.33,0.51,0.0,0.0,0.41,0.0,http://ufcstats.com/fighter-details/431262bbc69215dc
1138,Chance Farrar,,69.0,,145.0,Southpaw,1975-09-11,0.81,0.22,2.21,0.67,3.02,1.0,0.0,0.0,http://ufcstats.com/fighter-details/49c7236c737d7e59
1139,Rico Farrington,The Triggerman,76.0,79.0,170.0,Southpaw,1989-06-19,6.33,0.41,7.2,0.51,0.0,0.0,0.2,0.0,http://ufcstats.com/fighter-details/f89e6e66b9b112de
1140,Kelly Faszholz,,68.0,,135.0,Orthodox,1985-04-09,4.01,0.48,3.61,0.52,0.0,0.0,0.44,0.0,http://ufcstats.com/fighter-details/9c42a0de8e012870
1141,Rodney Faverus,,72.0,,215.0,Southpaw,,2.3,0.53,1.6,0.54,4.5,1.0,0.25,0.0,http://ufcstats.com/fighter-details/5af26b3201690d29
1142,Paul Felder,The Irish Dragon,71.0,70.0,155.0,Orthodox,1984-04-25,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,http://ufcstats.com/fighter-details/e5010b1b94ca5755
1143,Carlos Felipe,Boi,72.0,75.0,245.0,Orthodox,1995-01-12,4.88,0.45,5.6,0.5,0.0,0.0,0.72,0.0,http://ufcstats.com/fighter-details/a2ea77e974c5889f
1144,JP Felty,,,,170.0,,1979-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/954e3f4e2b0e6510
1145,Feng Pengchao,,,,135.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/86597694317e5e1b
1146,Feng Xiaocan,,67.0,66.0,115.0,Southpaw,2001-12-27,5.43,0.5,1.76,0.73,1.08,1.0,0.66,0.0,http://ufcstats.com/fighter-details/c940b42df95bbd28
1147,Kevin Ferguson,Kimbo Slice,74.0,77.0,235.0,Orthodox,1974-02-08,2.3,0.5,3.41,0.38,3.1,0.72,0.36,1.2,http://ufcstats.com/fighter-details/27541033b97c076d
1148,Rhadi Ferguson,,67.0,,205.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/15f4550e017f6c7d
1149,Tony Ferguson,El Cucuy,71.0,76.0,170.0,Orthodox,1984-02-12,4.91,0.45,4.37,0.55,0.39,0.35,0.66,0.9,http://ufcstats.com/fighter-details/22a92d7f62195791
1150,Josh Ferguson,Taz,65.0,,125.0,Orthodox,1988-05-13,2.13,0.43,4.18,0.32,0.59,0.11,0.54,0.0,http://ufcstats.com/fighter-details/b0f316c60f8d3b47
1151,CJ Fernandes,,74.0,,170.0,,1977-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/979f7edbb6980b0d
1152,Bibiano Fernandes,,67.0,,139.0,Orthodox,1980-03-30,2.91,0.4,2.02,0.72,3.97,0.53,0.77,0.6,http://ufcstats.com/fighter-details/cbc071cb20ea59c7
1153,Gabriella Fernandes,Gabi,66.0,66.0,125.0,Southpaw,1993-08-13,3.46,0.46,5.5,0.49,0.56,0.18,0.6,0.3,http://ufcstats.com/fighter-details/a6eb54ae17a551be
1154,Kaue Fernandes,,69.0,73.0,155.0,Orthodox,1995-03-17,4.0,0.54,1.32,0.61,1.3,1.0,0.76,0.0,http://ufcstats.com/fighter-details/ec13c393d029297d
1155,Emily Fernandez,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/7ee1babb99f30115
1156,Lucas Fernando,,75.0,80.0,185.0,,1997-01-10,1.87,0.51,4.73,0.38,3.0,0.3,0.0,1.0,http://ufcstats.com/fighter-details/3df223aeaacecf3f
1157,Alexandre Ferreira,Cacareco,67.0,,205.0,Orthodox,1979-04-25,2.57,0.6,8.14,0.42,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/28ba5f27e473420c
1158,Cezar Ferreira,Mutante,73.0,78.0,185.0,Southpaw,1985-02-15,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,http://ufcstats.com/fighter-details/dbc17725b887860a
1159,Diego Ferreira,,69.0,74.0,155.0,Orthodox,1985-01-18,4.82,0.4,3.46,0.55,0.86,0.3,0.5700000000000001,0.6,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc
1160,Erisson Ferreira,Gato,66.0,70.0,125.0,Orthodox,1991-05-03,1.75,0.32,2.75,0.56,1.11,1.0,0.66,1.7,http://ufcstats.com/fighter-details/1c2a8915f8431507
1161,Brunno Ferreira,The Hulk,70.0,72.0,185.0,Orthodox,1992-11-04,3.54,0.49,3.54,0.49,1.14,0.23,0.53,0.8,http://ufcstats.com/fighter-details/1e719d4b676dc19a
1162,Scott Ferrozzo,The Pitbull,71.0,,323.0,Orthodox,1965-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/977081bc01197656
1163,Timo Feucht,,75.0,79.0,205.0,Orthodox,1996-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8c21eb9fd7c4c203
1164,Andre Fialho,,72.0,74.0,170.0,Orthodox,1994-04-07,3.3,0.41,6.26,0.45,0.25,1.0,0.66,0.0,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
1165,Drew Fickett,The Master,70.0,70.0,155.0,Orthodox,1979-12-14,2.33,0.41,2.29,0.5700000000000001,1.3,0.35,0.3,2.2,http://ufcstats.com/fighter-details/d814f5192e58fb2f
1166,Scott Fiedler,,76.0,,235.0,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/0ec821423baa26bd
1167,Ron Fields,Killing,74.0,,200.0,Orthodox,1974-11-18,0.33,0.33,2.64,0.11,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6e380a4d73ab4f0e
1168,Michal Figlak,Mad Dog,70.0,70.0,155.0,Orthodox,1996-08-15,4.0,0.39,4.93,0.52,0.5,0.12,0.5700000000000001,0.0,http://ufcstats.com/fighter-details/b4c57a8c2b773e82
1169,Deiveson Figueiredo,Deus da Guerra,65.0,68.0,135.0,Orthodox,1987-12-18,2.82,0.54,3.64,0.49,1.69,0.35,0.58,1.4,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5
1170,Francisco Figueiredo,Sniper,66.0,68.0,125.0,Southpaw,1989-10-23,2.04,0.61,2.59,0.61,2.51,0.75,0.76,0.4,http://ufcstats.com/fighter-details/cdadae5363b66eef
1171,Anthony Figueroa,,64.0,,135.0,Orthodox,,2.37,0.48,3.77,0.49,0.0,0.0,0.58,0.0,http://ufcstats.com/fighter-details/daff32bc96d1eabf
1172,Edwin Figueroa,El Feroz,67.0,69.0,135.0,Orthodox,1984-07-31,2.57,0.39,3.06,0.51,0.2,1.0,0.37,0.6,http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8
1173,Paulo Filho,,68.0,,185.0,Southpaw,1978-05-24,1.86,0.48,1.67,0.66,2.4,0.32,0.42,1.6,http://ufcstats.com/fighter-details/2abdead94ce73552
1174,Jafel Filho,Pastor,67.0,68.0,125.0,Orthodox,1993-05-05,2.36,0.41,2.0,0.47,1.77,0.33,0.55,2.6,http://ufcstats.com/fighter-details/65adf3856c4d9256
1175,Andre Fili,Touchy,71.0,74.0,145.0,Orthodox,1990-06-25,3.84,0.37,4.15,0.51,2.17,0.44,0.7000000000000001,0.2,http://ufcstats.com/fighter-details/8fd808923cffff82
1176,Mirko Filipovic,Cro Cop,74.0,73.0,230.0,Southpaw,1974-09-10,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,http://ufcstats.com/fighter-details/c32fb8c0f6471a4d
1177,Brady Fink,,72.0,,183.0,Orthodox,,1.69,0.41,1.69,0.61,3.63,0.25,0.0,3.6,http://ufcstats.com/fighter-details/997b4f52f76a0b53
1178,Jesse Finney,,72.0,,170.0,,1974-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/0496cdac0bc9edd8
1179,Jan Finney,Cuddles,68.0,,135.0,Orthodox,,2.16,0.28,8.75,0.42,0.77,0.11,0.25,0.0,http://ufcstats.com/fighter-details/3317823959d32a05
1180,Torrez Finney,The Punisher,68.0,75.0,185.0,Orthodox,1998-10-24,1.77,0.68,1.74,0.48,9.31,0.6,0.0,1.1,http://ufcstats.com/fighter-details/fbb60f24af5d5a02
1181,Luigi Fioravanti,,68.0,70.0,170.0,Orthodox,1981-01-22,2.23,0.42,2.21,0.6900000000000001,3.76,0.63,0.67,0.9,http://ufcstats.com/fighter-details/9583662df31d943f
1182,Nick Fiore,,70.0,72.0,155.0,Orthodox,1997-12-10,2.83,0.46,7.93,0.42,2.5,0.45,0.71,0.0,http://ufcstats.com/fighter-details/036e96c1c12b8a59
1183,Manon Fiorot,The Beast,67.0,65.0,125.0,Orthodox,1990-02-17,6.26,0.41,3.77,0.68,1.17,0.42,0.93,0.0,http://ufcstats.com/fighter-details/34ff304266360297
1184,Luiz Firmino,Buscape,66.0,,154.0,Orthodox,1982-03-18,1.23,0.5,1.22,0.51,3.86,0.45,0.2,0.9,http://ufcstats.com/fighter-details/16d09e800ad7ec79
1185,Spencer Fisher,The King,67.0,68.0,155.0,Southpaw,1976-05-09,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,http://ufcstats.com/fighter-details/f34312c2ccfa0e00
1186,Chris Fishgold,,68.0,68.0,145.0,Orthodox,1992-06-06,2.01,0.32,2.7,0.46,2.59,0.46,0.44,1.3,http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f
1187,Bryanna Fissori,,64.0,,145.0,,,1.4,0.46,1.2,0.5700000000000001,2.0,0.25,0.5,0.0,http://ufcstats.com/fighter-details/5517bd590dbbe1f8
1188,Jon Fitch,,72.0,74.0,170.0,Orthodox,1978-02-24,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,http://ufcstats.com/fighter-details/6f018c039b4d5d80
1189,Isi Fitikefu,Doxz,70.0,,205.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/b8dc5fbf8338adc5
1190,Rafael Fiziev,Ataman,68.0,71.0,155.0,Switch,1993-03-05,4.85,0.52,4.95,0.48,0.5,0.5700000000000001,0.9,0.0,http://ufcstats.com/fighter-details/c814b4c899793af6
1191,Colin Fletcher,The Freakshow,74.0,,155.0,Orthodox,1983-01-08,3.1,0.34,2.97,0.62,0.0,0.0,0.27,0.0,http://ufcstats.com/fighter-details/7d09200f6a77b20e
1192,AJ Fletcher,The Ghost,70.0,67.0,170.0,Switch,1997-02-18,3.36,0.49,4.61,0.46,1.54,0.35,0.33,0.9,http://ufcstats.com/fighter-details/725b1abc9a39d873
1193,Nathan Fletcher,,67.0,70.0,135.0,Orthodox,1998-01-03,3.44,0.6,1.7,0.61,3.53,0.38,0.5,0.7,http://ufcstats.com/fighter-details/a2d342ffc83913ed
1194,Jimmy Flick,The Brick,67.0,68.0,125.0,Orthodox,1990-09-07,1.67,0.5,4.7,0.43,2.36,0.33,0.0,3.5,http://ufcstats.com/fighter-details/09e62c450e754913
1195,Luke Flores,,72.0,73.0,155.0,Southpaw,1988-03-17,1.56,0.44,1.88,0.6,0.0,0.0,0.4,1.2,http://ufcstats.com/fighter-details/b5f44dcb863f595b
1196,Ty Flores,Big Medicine,75.0,73.0,205.0,Switch,1993-12-22,2.0,0.37,7.8,0.25,1.0,0.09,0.0,0.0,http://ufcstats.com/fighter-details/4bb0f74d5e26f89a
1197,Alejandro Flores,El Gallito,70.0,73.0,145.0,Orthodox,1991-08-06,3.66,0.4,2.02,0.54,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d23d5960ac5e117c
1198,Kenny Florian,KenFlo,70.0,74.0,145.0,Southpaw,1976-05-26,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,http://ufcstats.com/fighter-details/cb139171ed1b69fe
1199,Darrius Flowers,Beast Mode,69.0,71.0,155.0,Orthodox,1994-08-25,3.07,0.49,5.49,0.44,0.98,0.28,0.63,0.0,http://ufcstats.com/fighter-details/65db4065e2bc107d
1200,Cody Floyd,,,,,,1988-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8164250600b7c91b
1201,Bobby Flynn,,,,170.0,,,0.38,0.25,0.77,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c97fc5fbf7d32b8a
1202,Caros Fodor,The Future,69.0,74.0,155.0,Orthodox,1984-01-07,2.76,0.54,2.83,0.54,2.1,0.25,0.5,0.0,http://ufcstats.com/fighter-details/01d2ed8c502e3828
1203,Mal Foki,Twin Tiger,67.0,,220.0,Orthodox,,2.86,0.14,14.29,0.54,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/fa534853eb195270
1204,Matt Foki,Twin Tiger,67.0,,220.0,Orthodox,,0.0,0.0,3.37,0.56,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5de61b03868035ff
1205,AJ Fonseca,,64.0,,145.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/0adf1aacda5e26ac
1206,Rob Font,,68.0,71.0,135.0,Orthodox,1987-06-25,5.49,0.46,3.67,0.5700000000000001,0.79,0.34,0.42,0.4,http://ufcstats.com/fighter-details/05339613bf8e9808
1207,Claudionor Fontinelle,,65.0,,185.0,Orthodox,,2.62,0.42,10.25,0.28,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/7a82635ffa9b59fe
1208,Jesse Forbes,Kid Hercules,74.0,75.0,185.0,Southpaw,1984-10-24,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2,http://ufcstats.com/fighter-details/947eccadb72f4f6f
1209,Sterling Ford,,70.0,,155.0,,1986-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a71ce6ff0b4a9dbb
1210,Codale Ford,Crunch Time,69.0,,170.0,,1979-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5340123d826ceadb
1211,Raheam Forest,Rambo,71.0,73.0,170.0,Switch,1997-07-11,5.32,0.38,12.15,0.42,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/90390dd1b0791e7f
1212,Jussier Formiga,,65.0,67.0,125.0,Orthodox,1985-04-14,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,http://ufcstats.com/fighter-details/b102c26727306ab6
1213,Renee Forte,,67.0,71.0,155.0,Orthodox,1987-03-27,2.08,0.32,2.12,0.63,2.32,0.58,0.66,0.0,http://ufcstats.com/fighter-details/44bc27bfa76dcd9e
1214,Brianna Fortino,The Bull,60.0,62.0,115.0,Southpaw,1993-08-04,3.53,0.41,3.23,0.5700000000000001,2.5,0.45,0.66,0.0,http://ufcstats.com/fighter-details/b53c46f613f6f248
1215,Marcel Fortuna,,73.0,74.0,205.0,Orthodox,1985-10-22,3.83,0.46,4.52,0.64,0.45,0.08,0.75,0.5,http://ufcstats.com/fighter-details/d761b3766e38c5db
1216,Brian Foster,The Foster Boy,69.0,71.0,170.0,Orthodox,1984-04-03,3.3,0.39,1.63,0.65,3.67,0.6,0.37,1.8,http://ufcstats.com/fighter-details/3dc3022232b79c7a
1217,Xavier Foupa-Pokam,Professor X,73.0,,185.0,Open Stance,1982-07-03,1.47,0.43,2.5,0.49,0.0,0.0,0.16,0.0,http://ufcstats.com/fighter-details/ec33146e43e58933
1218,Mason Fowler,,71.0,,170.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d745d4146be48679
1219,Brandon Foxworth,,71.0,,145.0,Orthodox,1979-04-28,1.33,0.32,4.59,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f65a0eb902f9476b
1220,Hermes Franca,,66.0,71.0,155.0,Orthodox,1974-08-26,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e
1221,Glaico Franca Moreira,Nego,72.0,77.0,155.0,Orthodox,1991-02-28,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3,http://ufcstats.com/fighter-details/00a3ff40c4b2cf21
1222,Francisco France,Kiko,72.0,,205.0,,1983-01-21,0.54,0.33,3.51,0.27,0.0,0.0,0.0,6.1,http://ufcstats.com/fighter-details/ecfdbf38681a59ba
1223,John Franchi,,66.0,67.0,145.0,Orthodox,1982-07-16,1.83,0.48,2.59,0.48,2.68,0.8,0.4,0.3,http://ufcstats.com/fighter-details/b9532d815060de7f
1224,Rich Franklin,Ace,73.0,76.0,185.0,Southpaw,1974-10-05,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,http://ufcstats.com/fighter-details/d897897060f10a3a
1225,Xavier Franklin,Mr. Benjamin,66.0,66.0,135.0,Southpaw,1996-10-15,3.07,0.33,5.27,0.5,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/90957a918e26bf9c
1226,Zoila Frausto,Warrior Princess,64.0,,135.0,Orthodox,,0.77,0.31,1.64,0.53,0.0,0.0,0.5700000000000001,0.0,http://ufcstats.com/fighter-details/040d3b4c735541aa
1227,Stephanie Frausto,Lil Bovy,62.0,61.0,115.0,Orthodox,1990-09-20,1.43,0.21,3.57,0.6,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/fee02819a271c050
1228,Zane Frazier,Nasty,77.0,,250.0,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d3711d3784b76255
1229,Gary Frazier,,72.0,,245.0,Orthodox,,1.5,0.39,2.77,0.46,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/3beeeafcbc8b4cbc
1230,Justin Frazier,The Grizzly Bear,72.0,75.0,265.0,Southpaw,1989-06-15,1.11,0.66,6.11,0.04,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/78863e4a28204a6b
1231,Ian Freeman,The Machine,71.0,,225.0,Orthodox,1966-11-10,2.54,0.48,3.11,0.44,1.44,0.4,0.8,0.7,http://ufcstats.com/fighter-details/b4bc2e3353a770b5
1232,Jason Freeman,,74.0,,225.0,,1976-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5870bd1eadf4f322
1233,Kennedy Freeman,The Machine 2.0,,,135.0,,1996-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/63d071997c75e3fd
1234,Willamy Freire,Chiquerim,68.0,,155.0,Orthodox,1987-07-28,1.53,0.37,0.93,0.62,0.5,1.0,0.73,0.0,http://ufcstats.com/fighter-details/f1f37d667bcd0d27
1235,Patricio Freire,Pitbull,66.0,67.0,145.0,Orthodox,1987-07-07,2.45,0.4,4.48,0.5700000000000001,0.69,0.2,0.88,0.7,http://ufcstats.com/fighter-details/98a58c26c5b1ed17
1236,Patricky Freire,Pitbull,67.0,71.0,155.0,,1986-06-01,3.06,0.44,3.34,0.6900000000000001,1.26,0.33,1.0,0.0,http://ufcstats.com/fighter-details/90e6dde9113830bd
1237,Jeremy  Freitag,,73.0,,205.0,,,0.0,0.0,8.37,0.19,0.0,0.0,0.33,1.9,http://ufcstats.com/fighter-details/a47e9ec288c91067
1238,Rafael Freitas,Capoeira,,,205.0,Orthodox,,2.0,0.29,8.0,0.51,11.25,0.5,0.0,0.0,http://ufcstats.com/fighter-details/14b9e0f2679a2205
1239,Donavon Frelow,,67.0,,135.0,Orthodox,1985-01-20,2.4,0.27,3.2,0.52,1.0,1.0,0.26,0.0,http://ufcstats.com/fighter-details/9aa56f004b2bca07
1240,Josh Fremd,,76.0,76.0,185.0,Orthodox,1994-01-15,2.52,0.44,2.23,0.47,0.66,0.25,0.3,1.1,http://ufcstats.com/fighter-details/ca43de99b07b6b40
1241,Clay French,,67.0,,161.0,Southpaw,1980-10-07,1.52,0.5,1.27,0.16,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/73321668ff977f1b
1242,Mike French,,70.0,,145.0,,1975-05-29,0.23,0.23,2.17,0.42,0.0,0.0,0.22,1.0,http://ufcstats.com/fighter-details/756f45905fb20cb5
1243,Matt Frevola,The SteamRolla,69.0,71.0,155.0,Orthodox,1990-06-11,3.37,0.4,3.69,0.5700000000000001,2.39,0.39,0.36,1.0,http://ufcstats.com/fighter-details/dccb63727f2f5f74
1244,Jinh Yu Frey,,63.0,65.0,115.0,Southpaw,1985-05-20,2.97,0.43,4.23,0.52,1.02,0.36,0.9,0.3,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8
1245,Artem Frolov,,70.0,,185.0,,1991-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ee704df0afd74558
1246,Sarah Frota,A Treta,66.0,69.0,125.0,Southpaw,1987-04-14,4.52,0.52,2.57,0.55,0.0,0.0,0.53,0.0,http://ufcstats.com/fighter-details/1641ef250e9de19b
1247,Daniel Frunza,,73.0,73.0,170.0,Orthodox,1994-04-13,6.3,0.4,6.67,0.56,0.0,0.0,0.6,0.0,http://ufcstats.com/fighter-details/7cec3c4a5e7b6d68
1248,Don Frye,The Predator,73.0,,219.0,Orthodox,1965-11-23,2.87,0.64,3.57,0.37,0.91,0.5700000000000001,0.45,0.7,http://ufcstats.com/fighter-details/271fe91f4ba9d2c5
